,yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,X2B,X3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,winpct
197,2020,NL,ATL,ATL,E,1,60,30,25,Y,N,N,N,348,2074,556,130,3,103,239,573,23,4,23,7,288,257,4.41,0,4,13,1573,494,69,220,506,33,52,0.985,Atlanta Braves,SunTrust Park,0,107,106,ATL,ATL,ATL,58.33333333
198,2020,NL,CHN,CHC,C,1,60,33,26,Y,N,N,N,265,1918,422,82,8,74,229,568,24,10,52,13,240,230,3.99,2,8,16,1555,451,74,182,523,30,46,0.986,Chicago Cubs,Wrigley Field,0,100,99,CHC,CHN,CHN,56.66666667
199,2020,NL,CIN,CIN,C,2,60,29,29,N,Y,N,N,243,1842,390,76,3,90,239,534,28,9,33,7,243,215,3.84,3,5,9,1512,401,67,213,615,27,36,0.986,Cincinnati Reds,Great American Ball Park,0,106,106,CIN,CIN,CIN,51.66666667
200,2020,NL,COL,COL,W,4,60,30,34,N,N,N,N,275,2057,528,84,16,63,161,543,42,9,10,19,353,327,5.59,1,1,16,1579,579,83,205,393,42,78,0.981,Colorado Rockies,Coors Field,0,116,117,COL,COL,COL,43.33333333
201,2020,NL,LAN,LAD,W,1,60,30,17,Y,N,Y,Y,349,2042,523,97,6,118,228,471,29,8,30,12,213,181,3.02,0,5,15,1616,424,66,145,517,40,46,0.982,Los Angeles Dodgers,Dodger Stadium,0,97,94,LAD,LAN,LAN,71.66666667
202,2020,NL,MIA,FLA,E,2,60,26,29,N,Y,N,N,263,1935,472,82,5,60,191,537,51,14,25,9,304,272,4.86,1,6,18,1512,506,82,226,451,39,60,0.981,Miami Marlins,Marlins Park,0,97,99,MIA,FLO,MIA,51.66666667
203,2020,NL,MIL,MIL,C,4,60,29,31,N,Y,N,N,247,1920,429,83,5,75,221,582,15,11,35,10,264,239,4.16,1,8,14,1552,446,67,189,614,34,45,0.984,Milwaukee Brewers,Miller Park,0,101,101,MIL,ML4,MIL,48.33333333
204,2020,NL,NYN,NYM,E,4,60,29,34,N,N,N,N,286,2023,551,106,7,86,197,498,20,10,45,13,308,284,4.98,0,1,11,1540,511,81,219,574,32,39,0.985,New York Mets,Citi Field,0,94,94,NYM,NYN,NYN,43.33333333
205,2020,NL,PHI,PHI,E,3,60,32,32,N,N,N,N,306,1948,500,90,10,82,229,480,35,8,28,10,311,284,5.14,3,5,11,1491,550,80,185,532,35,57,0.983,Philadelphia Phillies,Citizens Bank Park,0,101,101,PHI,PHI,PHI,46.66666667
206,2020,NL,PIT,PIT,C,5,60,32,41,N,N,N,N,219,1932,425,76,6,59,167,521,16,11,11,15,298,267,4.68,1,3,6,1539,451,80,249,536,47,53,0.978,Pittsburgh Pirates,PNC Park,0,97,99,PIT,PIT,PIT,31.66666667
207,2020,NL,SDN,SDP,W,2,60,32,23,N,Y,N,N,325,1972,506,103,12,95,204,479,55,13,28,14,241,223,3.86,1,5,13,1561,456,70,170,565,32,46,0.985,San Diego Padres,Petco Park,0,94,95,SDP,SDN,SDN,61.66666667
208,2020,NL,SFN,SFG,W,3,60,33,31,N,N,N,N,299,2019,532,107,14,81,195,499,19,8,27,13,297,267,4.64,1,0,13,1553,474,69,210,488,41,43,0.98,San Francisco Giants,Oracle Park,0,94,95,SFG,SFN,SFN,48.33333333
209,2020,NL,SLN,STL,C,3,58,27,28,N,Y,N,N,240,1752,410,73,7,51,205,477,18,10,33,16,229,205,3.9,2,2,13,1419,376,69,204,464,33,46,0.983,St. Louis Cardinals,Busch Stadium III,0,97,96,STL,SLN,SLN,51.72413793
210,2020,NL,WAS,WSN,E,4,60,33,34,N,N,N,N,293,1968,519,112,12,66,192,451,33,12,32,21,301,285,5.09,2,3,12,1511,548,94,216,508,39,48,0.981,Washington Nationals,Nationals Park,0,103,102,WSN,MON,WAS,43.33333333
211,2021,AL,BAL,BAL,E,5,162,81,110,N,N,N,N,659,5420,1296,266,15,195,451,1454,54,23,65,31,956,910,5.84,1,5,26,4206,1518,258,563,1234,74,101,0.987,Baltimore Orioles,Oriole Park at Camden Yards,793229,103,105,BAL,BAL,BAL,32.09876543
212,2021,AL,BOS,BOS,E,2,162,81,70,N,Y,N,N,829,5495,1434,330,23,219,512,1386,40,21,61,42,749,671,4.26,0,7,49,4257,1409,176,546,1527,108,143,0.981,Boston Red Sox,Fenway Park II,1725323,109,109,BOS,BOS,BOS,56.79012346
213,2021,AL,CHA,CHW,C,1,162,81,69,Y,N,N,N,796,5357,1373,275,22,190,586,1389,57,20,78,39,636,581,3.73,4,13,43,4210,1205,182,485,1588,97,112,0.982,Chicago White Sox,Guaranteed Rate Field,1596385,101,100,CHW,CHA,CHA,57.40740741
214,2021,AL,CLE,CLE,C,2,162,81,82,N,N,N,N,717,5332,1269,248,22,203,453,1387,109,17,64,36,727,679,4.34,0,9,39,4224,1281,216,522,1391,86,138,0.985,Cleveland Indians,Progressive Field,1114368,101,101,CLE,CLE,CLE,49.38271605
215,2021,AL,DET,DET,C,3,162,81,85,N,N,N,N,697,5376,1299,236,37,179,490,1514,88,25,44,50,756,681,4.32,2,7,42,4259,1370,199,571,1259,83,136,0.986,Detroit Tigers,Comerica Park,1102621,96,98,DET,DET,DET,47.5308642
216,2021,AL,HOU,HOU,W,1,162,81,67,Y,N,Y,N,863,5593,1496,299,14,221,569,1222,53,16,64,54,658,607,3.78,2,8,34,4335,1231,187,549,1456,69,126,0.988,Houston Astros,Minute Maid Park,2068509,101,99,HOU,HOU,HOU,58.64197531
217,2021,AL,KCA,KCR,C,4,162,81,88,N,N,N,N,686,5427,1349,251,29,163,421,1258,124,33,55,52,788,731,4.64,1,7,37,4252,1375,189,591,1344,84,152,0.985,Kansas City Royals,Kauffman Stadium,1159613,105,106,KCR,KCA,KCA,45.67901235
218,2021,AL,LAA,ANA,W,4,162,82,85,N,N,N,N,723,5437,1331,265,23,190,464,1394,79,26,59,25,804,741,4.69,1,4,39,4265,1373,188,592,1453,88,131,0.985,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,1515689,102,103,LAA,ANA,ANA,47.5308642
219,2021,AL,MIN,MIN,C,5,162,81,89,N,N,N,N,729,5431,1311,271,17,228,525,1405,54,15,70,42,834,762,4.83,1,9,42,4258,1392,239,484,1317,107,139,0.982,Minnesota Twins,Target Field,1310199,98,98,MIN,MIN,MIN,45.0617284
220,2021,AL,NYA,NYY,E,2,162,81,70,N,Y,N,N,711,5331,1266,213,12,222,621,1482,63,18,63,34,669,596,3.74,3,13,47,4306,1243,196,492,1569,98,115,0.983,New York Yankees,Yankee Stadium III,1959854,100,99,NYY,NYA,NYA,56.79012346
221,2021,AL,OAK,OAK,W,3,162,81,76,N,N,N,N,743,5395,1284,271,19,199,545,1349,88,20,98,49,687,640,4.02,3,11,39,4299,1362,191,439,1332,72,116,0.987,Oakland Athletics,O.co Coliseum,701430,95,94,OAK,OAK,OAK,53.08641975
222,2021,AL,SEA,SEA,W,2,162,81,72,N,N,N,N,697,5355,1209,233,11,199,535,1492,64,24,72,36,748,688,4.3,1,10,51,4321,1356,197,485,1328,79,135,0.986,Seattle Mariners,T-Mobile Park,1215985,95,96,SEA,SEA,SEA,55.55555556
223,2021,AL,TBA,TBD,E,1,162,81,62,Y,N,N,N,857,5507,1336,288,36,222,585,1542,88,42,72,41,651,593,3.67,1,13,42,4367,1264,184,436,1478,80,130,0.986,Tampa Bay Rays,Tropicana Field,761072,92,91,TBR,TBA,TBA,61.72839506
224,2021,AL,TEX,TEX,W,5,162,81,102,N,N,N,N,625,5405,1254,225,24,167,433,1381,106,29,58,31,815,758,4.79,0,3,31,4273,1402,232,513,1239,83,146,0.986,Texas Rangers,Globe Life Field,2110258,99,101,TEX,TEX,TEX,37.03703704
225,2021,AL,TOR,TOR,E,4,162,80,71,N,N,N,N,846,5476,1455,285,13,262,496,1218,81,20,51,35,663,610,3.91,1,14,34,4216,1257,209,473,1468,90,122,0.984,Toronto Blue Jays,Rogers Centre,805901,102,101,TOR,TOR,TOR,56.17283951
226,2021,NL,ARI,ARI,W,5,162,81,110,N,N,N,N,679,5489,1297,308,31,144,537,1465,43,16,54,28,893,804,5.11,3,4,22,4252,1480,232,555,1238,100,113,0.983,Arizona Diamondbacks,Chase Field,1043010,99,101,ARI,ARI,ARI,32.09876543
227,2021,NL,ATL,ATL,E,1,161,80,73,Y,N,Y,Y,790,5363,1307,269,20,239,549,1453,59,19,67,43,656,608,3.88,2,18,40,4232,1237,183,516,1417,71,104,0.988,Atlanta Braves,SunTrust Park,2300247,107,105,ATL,ATL,ATL,54.65838509
228,2021,NL,CHN,CHC,C,4,162,81,91,N,N,N,N,705,5306,1255,225,26,210,502,1596,86,37,92,30,839,765,4.87,1,8,40,4238,1386,235,596,1358,87,149,0.985,Chicago Cubs,Wrigley Field,1978934,100,101,CHC,CHN,CHN,43.82716049
229,2021,NL,CIN,CIN,C,3,162,81,79,N,N,N,N,786,5423,1352,295,13,222,553,1425,36,24,105,45,760,702,4.4,1,8,41,4303,1330,206,617,1524,91,125,0.984,Cincinnati Reds,Great American Ball Park,1505024,113,113,CIN,CIN,CIN,51.2345679
230,2021,NL,COL,COL,W,4,161,81,87,N,N,N,N,739,5374,1338,275,34,182,491,1356,76,23,58,36,796,748,4.82,3,6,33,4191,1397,196,539,1269,73,140,0.987,Colorado Rockies,Coors Field,1938645,112,113,COL,COL,COL,45.96273292
231,2021,NL,LAN,LAD,W,2,162,81,56,N,Y,N,N,830,5445,1330,247,24,237,613,1408,65,17,104,45,561,486,3.01,1,17,56,4356,1107,161,486,1599,89,94,0.985,Los Angeles Dodgers,Dodger Stadium,2804693,100,97,LAD,LAN,LAN,65.43209877
232,2021,NL,MIA,FLA,E,4,162,81,95,N,N,N,N,623,5348,1244,226,23,158,450,1553,106,29,65,30,701,622,3.96,1,8,33,4245,1282,162,529,1381,122,146,0.979,Miami Marlins,Marlins Park,642617,98,99,MIA,FLO,MIA,41.35802469
233,2021,NL,MIL,MIL,C,1,162,81,67,Y,N,N,N,738,5362,1251,255,18,194,586,1465,82,21,88,35,623,558,3.5,2,19,44,4308,1156,168,537,1618,94,102,0.984,Milwaukee Brewers,Miller Park,1824282,101,101,MIL,ML4,MIL,58.64197531
234,2021,NL,NYN,NYM,E,3,162,81,85,N,N,N,N,636,5210,1243,228,18,176,495,1392,54,26,94,23,668,597,3.9,2,8,41,4138,1221,190,475,1453,95,121,0.983,New York Mets,Citi Field,1511926,95,95,NYM,NYN,NYN,47.5308642
235,2021,NL,PHI,PHI,E,2,162,81,80,N,N,N,N,734,5366,1288,262,24,198,564,1402,77,19,67,43,745,692,4.39,5,12,36,4256,1321,200,509,1480,94,142,0.984,Philadelphia Phillies,Citizens Bank Park,1515890,99,99,PHI,PHI,PHI,50.61728395
236,2021,NL,PIT,PIT,C,5,162,81,101,N,N,N,N,609,5336,1261,240,35,124,529,1328,60,30,49,37,833,788,5.08,0,6,25,4189,1400,213,606,1312,70,139,0.988,Pittsburgh Pirates,PNC Park,859498,98,100,PIT,PIT,PIT,37.65432099
237,2021,NL,SDN,SDP,W,3,162,81,83,N,N,N,N,729,5384,1305,273,21,180,586,1324,110,39,61,46,708,651,4.1,2,11,43,4290,1277,205,516,1517,82,139,0.986,San Diego Padres,Petco Park,2191950,92,92,SDP,SDN,SDN,48.7654321
238,2021,NL,SFN,SFG,W,1,162,81,55,Y,N,N,N,804,5462,1360,271,25,241,602,1461,66,14,64,30,594,524,3.24,2,18,56,4365,1254,151,416,1425,80,122,0.986,San Francisco Giants,Oracle Park,1679484,98,97,SFG,SFN,SFN,66.04938272
239,2021,NL,SLN,STL,C,2,162,81,72,N,Y,N,N,706,5351,1303,261,22,198,478,1341,89,22,86,44,672,626,3.98,3,15,50,4251,1234,152,608,1225,84,137,0.986,St. Louis Cardinals,Busch Stadium III,2102530,92,92,STL,SLN,SLN,55.55555556
240,2021,NL,WAS,WSN,E,5,162,81,97,N,N,N,N,724,5385,1388,272,20,182,573,1303,56,26,84,31,820,743,4.8,1,8,36,4183,1364,247,548,1346,96,116,0.983,Washington Nationals,Nationals Park,1465543,95,96,WSN,MON,WAS,40.12345679
241,2022,AL,BAL,BAL,E,4,162,81,79,N,N,N,N,674,5429,1281,275,25,171,476,1390,95,31,83,43,688,632,3.97,2,15,46,4300,1406,171,443,1214,91,151,0.985,Baltimore Orioles,Oriole Park at Camden Yards,1368367,102,103,BAL,BAL,BAL,51.2345679
242,2022,AL,BOS,BOS,E,5,162,81,84,N,N,N,N,735,5539,1427,352,12,155,478,1373,52,20,63,50,787,721,4.53,5,10,39,4293,1411,185,526,1346,85,134,0.985,Boston Red Sox,Fenway Park II,2625089,108,108,BOS,BOS,BOS,48.14814815
243,2022,AL,CHA,CHW,C,2,162,81,81,N,N,N,N,686,5611,1435,272,9,149,388,1269,58,10,73,35,717,631,3.92,2,14,48,4343,1330,166,533,1450,102,122,0.982,Chicago White Sox,Guaranteed Rate Field,2009359,103,102,CHW,CHA,CHA,50
244,2022,AL,CLE,CLE,C,1,162,81,70,Y,N,N,N,698,5558,1410,273,31,127,450,1122,119,27,81,52,634,560,3.46,1,8,51,4368,1252,172,435,1390,97,127,0.984,Cleveland Guardians,Progressive Field,1295870,98,98,CLE,CLE,CLE,56.79012346
245,2022,AL,DET,DET,C,4,162,82,96,N,N,N,N,557,5378,1240,235,27,110,380,1413,47,24,58,44,713,637,4.04,0,8,38,4259,1336,167,511,1195,94,137,0.984,Detroit Tigers,Comerica Park,1575544,96,97,DET,DET,DET,40.74074074
246,2022,AL,HOU,HOU,W,1,162,81,56,Y,N,Y,Y,737,5409,1341,284,13,214,528,1179,83,22,60,42,518,465,2.9,3,18,53,4336,1121,134,458,1524,72,122,0.987,Houston Astros,Minute Maid Park,2688998,101,99,HOU,HOU,HOU,65.43209877
247,2022,AL,KCA,KCR,C,5,162,81,97,N,N,N,N,640,5437,1327,247,38,138,460,1287,104,34,48,44,810,740,4.7,0,9,33,4248,1493,173,589,1191,82,153,0.986,Kansas City Royals,Kauffman Stadium,1277686,103,105,KCR,KCA,KCA,40.12345679
248,2022,AL,LAA,ANA,W,3,162,81,89,N,N,N,N,623,5423,1265,219,31,190,449,1539,77,27,54,25,668,601,3.77,2,17,38,4307,1241,168,540,1383,84,134,0.985,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,2457461,102,103,LAA,ANA,ANA,45.0617284
249,2022,AL,MIN,MIN,C,3,162,81,84,N,N,N,N,696,5476,1356,269,18,178,518,1353,38,17,62,46,684,636,3.98,0,17,28,4311,1320,184,468,1336,83,121,0.985,Minnesota Twins,Target Field,1801128,98,99,MIN,MIN,MIN,48.14814815
250,2022,AL,NYA,NYY,E,1,162,81,63,Y,N,N,N,807,5422,1308,225,8,254,620,1391,102,33,70,41,567,532,3.3,1,16,47,4355,1177,157,444,1459,74,102,0.987,New York Yankees,Yankee Stadium III,3136207,101,100,NYY,NYA,NYA,61.11111111
251,2022,AL,OAK,OAK,W,5,162,80,102,N,N,N,N,568,5314,1147,249,15,137,433,1389,78,23,59,33,770,717,4.52,0,7,34,4279,1394,195,503,1203,92,139,0.984,Oakland Athletics,O.co Coliseum,787902,96,96,OAK,OAK,OAK,37.03703704
252,2022,AL,SEA,SEA,W,2,162,81,72,N,Y,N,N,690,5375,1236,229,19,197,596,1397,83,27,89,45,623,577,3.59,0,10,40,4341,1277,186,447,1391,69,114,0.988,Seattle Mariners,T-Mobile Park,2287267,95,95,SEA,SEA,SEA,55.55555556
253,2022,AL,TBA,TBD,E,1,162,81,76,N,Y,N,N,666,5412,1294,296,17,139,500,1395,95,37,57,31,614,544,3.41,0,10,44,4307,1260,172,384,1384,84,110,0.985,Tampa Bay Rays,Tropicana Field,1128127,95,93,TBR,TBA,TBA,53.08641975
254,2022,AL,TEX,TEX,W,4,162,81,94,N,N,N,N,707,5478,1308,224,20,198,456,1446,128,41,47,38,743,673,4.22,1,10,37,4305,1345,169,581,1314,96,143,0.984,Texas Rangers,Globe Life Field,2011361,100,101,TEX,TEX,TEX,41.97530864
255,2022,AL,TOR,TOR,E,2,162,81,70,N,Y,N,N,775,5555,1464,307,12,200,500,1242,67,35,55,33,679,620,3.87,0,10,46,4324,1356,180,424,1390,82,120,0.986,Toronto Blue Jays,Rogers Centre,2653830,100,100,TOR,TOR,TOR,56.79012346
256,2022,NL,ARI,ARI,W,4,162,81,88,N,N,N,N,702,5351,1232,262,24,173,531,1341,104,29,60,50,740,676,4.25,0,10,33,4290,1345,191,504,1216,86,134,0.985,Arizona Diamondbacks,Chase Field,1605199,98,99,ARI,ARI,ARI,45.67901235
257,2022,NL,ATL,ATL,E,1,162,81,61,Y,N,N,N,789,5509,1394,298,11,243,470,1498,87,31,66,36,609,556,3.46,1,9,55,4344,1224,148,500,1554,77,110,0.987,Atlanta Braves,SunTrust Park,3129931,102,100,ATL,ATL,ATL,62.34567901
258,2022,NL,CHN,CHC,C,3,162,81,88,N,N,N,N,657,5425,1293,265,31,159,507,1448,111,37,84,36,731,642,4,0,11,44,4331,1342,207,540,1383,96,139,0.984,Chicago Cubs,Wrigley Field,2616780,100,101,CHC,CHN,CHN,45.67901235
259,2022,NL,CIN,CIN,C,4,162,81,100,N,N,N,N,648,5380,1264,235,18,156,452,1430,58,33,92,33,815,768,4.86,1,6,31,4270,1366,213,612,1414,81,115,0.986,Cincinnati Reds,Great American Ball Park,1395770,110,110,CIN,CIN,CIN,38.27160494
260,2022,NL,COL,COL,W,5,162,81,94,N,N,N,N,698,5540,1408,280,34,149,453,1330,45,20,61,40,873,802,5.06,1,6,43,4276,1516,184,539,1187,100,154,0.983,Colorado Rockies,Coors Field,2597428,113,115,COL,COL,COL,41.97530864
261,2022,NL,LAN,LAD,W,1,162,81,51,Y,N,N,N,847,5526,1418,325,31,212,607,1374,98,18,56,53,513,451,2.8,1,15,43,4354,1114,152,407,1465,83,120,0.986,Los Angeles Dodgers,Dodger Stadium,3861408,106,103,LAD,LAN,LAN,68.51851852
262,2022,NL,MIA,FLA,E,4,162,81,93,N,N,N,N,586,5395,1241,248,20,144,436,1429,122,29,70,36,676,617,3.86,6,10,41,4312,1311,173,511,1437,69,143,0.988,Miami Marlins,Marlins Park,907487,99,100,MIA,FLO,MIA,42.59259259
263,2022,NL,MIL,MIL,C,2,162,81,76,N,N,N,N,725,5417,1271,251,17,219,577,1464,96,30,80,37,688,615,3.83,0,11,52,4338,1238,190,521,1530,91,122,0.984,Milwaukee Brewers,Miller Park,2422420,98,97,MIL,ML4,MIL,53.08641975
264,2022,NL,NYN,NYM,E,2,162,81,61,N,Y,N,N,772,5489,1422,272,27,171,510,1217,62,22,112,44,606,570,3.57,0,19,41,4316,1274,169,428,1565,67,128,0.988,New York Mets,Citi Field,2564737,96,95,NYM,NYN,NYN,62.34567901
265,2022,NL,PHI,PHI,E,3,162,81,75,N,Y,Y,N,747,5496,1392,255,29,205,478,1363,105,28,52,44,685,630,3.97,3,15,42,4285,1330,150,463,1423,69,129,0.988,Philadelphia Phillies,Citizens Bank Park,2276736,100,100,PHI,PHI,PHI,53.7037037
266,2022,NL,PIT,PIT,C,5,162,81,100,N,N,N,N,591,5331,1186,221,29,158,476,1497,89,32,54,32,817,735,4.66,0,6,33,4263,1432,164,586,1250,121,152,0.979,Pittsburgh Pirates,PNC Park,1257458,100,102,PIT,PIT,PIT,38.27160494
267,2022,NL,SDN,SDP,W,2,162,81,73,N,Y,N,N,705,5468,1317,275,18,153,574,1327,49,22,65,46,660,611,3.81,0,15,48,4330,1263,173,468,1451,76,116,0.987,San Diego Padres,Petco Park,2987470,92,92,SDP,SDN,SDN,54.9382716
268,2022,NL,SFN,SFG,W,3,162,81,81,N,N,N,N,716,5392,1261,255,18,183,571,1462,64,16,95,53,697,613,3.85,1,8,39,4299,1397,132,441,1370,100,130,0.983,San Francisco Giants,Oracle Park,2482686,99,99,SFG,SFN,SFN,50
269,2022,NL,SLN,STL,C,1,162,81,69,Y,N,N,N,772,5496,1386,290,21,197,537,1226,95,25,80,45,637,605,3.79,3,17,37,4307,1335,146,489,1177,66,181,0.989,St. Louis Cardinals,Busch Stadium III,3320551,94,94,STL,SLN,SLN,57.40740741
270,2022,NL,WAS,WSN,E,5,162,81,107,N,N,N,N,603,5434,1351,252,20,136,442,1221,75,31,60,37,855,785,5,2,4,28,4235,1469,244,558,1220,104,126,0.982,Washington Nationals,Nationals Park,2026401,94,96,WSN,MON,WAS,33.95061728
271,2023,AL,BAL,BAL,E,1,162,81,61,Y,N,N,N,807,5495,1399,309,28,183,512,1370,114,24,45,47,678,629,3.89,0,0,49,4361,1334,177,473,1431,71,377,0.988,Baltimore Orioles,Oriole Park at Camden Yards,1936798,96,96,BAL,BAL,BAL,62.34567901
272,2023,AL,BOS,BOS,E,5,162,81,84,N,N,N,N,772,5562,1437,339,19,182,486,1372,112,26,71,35,776,718,4.52,0,0,43,4290,1416,208,497,1423,102,378,0.982,Boston Red Sox,Fenway Park,2672130,106,106,BOS,BOS,BOS,48.14814815
273,2023,AL,CHA,CHW,C,4,162,81,101,N,N,N,N,641,5501,1308,264,13,171,377,1424,86,22,52,29,841,774,4.87,2,0,28,4295,1372,214,654,1470,95,317,0.983,Chicago White Sox,Guaranteed Rate Field,1669628,103,104,CHW,CHA,CHA,37.65432099
274,2023,AL,CLE,CLE,C,3,162,81,86,N,N,N,N,662,5513,1379,294,29,124,471,1142,151,36,55,44,697,635,3.96,1,0,47,4332,1352,173,534,1311,83,321,0.986,Cleveland Guardians,Progressive Field,1834068,97,97,CLE,CLE,CLE,46.91358025
275,2023,AL,DET,DET,C,2,162,81,84,N,N,N,N,661,5478,1292,245,29,165,508,1473,85,23,49,31,740,680,4.24,0,0,41,4327,1320,187,476,1374,100,349,0.983,Detroit Tigers,Comerica Park,1612876,102,103,DET,DET,DET,48.14814815
276,2023,AL,HOU,HOU,W,1,162,81,72,Y,N,N,N,827,5567,1441,280,22,222,550,1241,107,32,72,40,698,632,3.94,2,2,42,4336,1312,201,537,1460,81,395,0.986,Houston Astros,Minute Maid Park,3052347,100,98,HOU,HOU,HOU,55.55555556
277,2023,AL,KCA,KCR,C,5,162,81,106,N,N,N,N,676,5428,1325,258,43,163,411,1396,163,47,71,58,859,809,5.17,3,0,28,4227,1429,207,553,1270,80,347,0.986,Kansas City Royals,Kauffman Stadium,1307052,101,103,KCR,KCA,KCA,34.56790123
278,2023,AL,LAA,ANA,W,4,162,81,89,N,N,N,N,739,5489,1346,248,26,231,518,1524,72,31,79,46,829,738,4.64,1,1,43,4295,1394,209,636,1445,95,338,0.983,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,2640575,104,104,LAA,ANA,ANA,45.0617284
279,2023,AL,MIN,MIN,C,1,162,81,75,Y,N,N,N,778,5489,1336,264,24,233,594,1654,86,18,92,32,659,624,3.87,2,2,38,4354,1294,194,443,1560,66,309,0.988,Minnesota Twins,Target Field,1974124,101,100,MIN,MIN,MIN,53.7037037
280,2023,AL,NYA,NYY,E,4,162,81,80,N,N,N,N,673,5323,1207,221,15,219,557,1427,100,30,47,36,698,635,3.97,3,3,44,4319,1272,195,508,1439,96,313,0.984,New York Yankees,Yankee Stadium II,3269016,102,101,NYY,NYA,NYA,50.61728395
281,2023,AL,OAK,OAK,W,5,162,81,112,N,N,N,N,585,5311,1187,225,21,171,498,1496,149,31,85,36,924,865,5.48,0,0,29,4259,1464,213,694,1300,102,331,0.982,Oakland Athletics,Oakland-Alameda County Coliseum,832352,92,95,OAK,OAK,OAK,30.86419753
282,2023,AL,SEA,SEA,W,3,162,81,74,N,N,N,N,758,5500,1332,283,12,210,548,1603,118,30,111,37,659,602,3.74,2,1,44,4348,1300,184,421,1459,73,318,0.987,Seattle Mariners,Safeco Field,2690418,95,94,SEA,SEA,SEA,54.32098765
283,2023,AL,TBA,TBD,E,2,162,81,63,N,Y,N,N,860,5511,1432,282,24,230,514,1420,160,41,95,38,665,618,3.86,0,0,45,4326,1258,177,439,1507,75,310,0.987,Tampa Bay Rays,Tropicana Field,1440301,98,97,TBR,TBA,TBA,61.11111111
284,2023,AL,TEX,TEX,W,2,162,81,72,N,Y,Y,Y,881,5595,1470,326,18,233,599,1416,79,19,53,47,716,683,4.28,3,1,30,4309,1330,198,491,1351,57,387,0.99,Texas Rangers,Field of Dreams,2533044,104,104,TEX,TEX,TEX,55.55555556
285,2023,AL,TOR,TOR,E,3,162,81,73,N,Y,N,N,746,5562,1423,292,19,188,550,1303,99,34,69,32,671,610,3.78,1,1,51,4355,1326,198,488,1528,71,340,0.988,Toronto Blue Jays,Rogers Centre,3021904,99,99,TOR,TOR,TOR,54.9382716
286,2023,NL,ARI,ARI,W,2,162,81,78,N,Y,Y,N,746,5436,1359,274,44,166,540,1247,166,26,58,50,761,714,4.48,1,1,44,4306,1375,197,525,1351,56,361,0.99,Arizona Diamondbacks,Chase Field,1961182,99,99,ARI,ARI,ARI,51.85185185
287,2023,NL,ATL,ATL,E,1,162,81,58,Y,N,N,N,947,5597,1543,293,23,307,538,1289,132,27,67,43,716,662,4.14,1,1,52,4320,1341,187,534,1516,82,352,0.986,Atlanta Braves,Suntrust Park,3191505,103,101,ATL,ATL,ATL,64.19753086
288,2023,NL,CHN,CHC,C,2,162,81,79,N,N,N,N,819,5504,1399,269,30,196,570,1391,140,34,77,52,723,651,4.08,1,1,35,4306,1328,179,513,1377,92,368,0.984,Chicago Cubs,Wrigley Field,2775149,103,102,CHC,CHN,CHN,51.2345679
289,2023,NL,CIN,CIN,C,3,162,81,80,N,N,N,N,783,5499,1371,268,37,198,556,1500,190,48,92,29,821,772,4.83,0,0,53,4318,1426,222,613,1381,91,341,0.984,Cincinnati Reds,Great American Ballpark,2038302,103,104,CIN,CIN,CIN,50.61728395
290,2023,NL,COL,COL,W,5,162,81,103,N,N,N,N,721,5496,1368,305,31,163,447,1543,76,25,59,41,957,891,5.67,0,0,32,4242,1599,234,586,1129,81,460,0.986,Colorado Rockies,Coors Field,2607935,113,115,COL,COL,COL,36.41975309
291,2023,NL,LAN,LAD,W,1,162,81,62,Y,N,N,N,906,5524,1422,303,20,249,644,1359,105,25,85,69,699,652,4.06,0,0,44,4339,1284,200,454,1388,76,383,0.987,Los Angeles Dodgers,Dodger Stadium,3837079,102,99,LAD,LAN,LAN,61.72839506
292,2023,NL,MIA,FLA,E,3,162,81,78,N,Y,N,N,666,5497,1423,258,23,166,430,1287,86,21,50,38,723,672,4.21,3,1,43,4306,1340,191,514,1490,98,391,0.983,Miami Marlins,Marlins Park,1162819,101,102,MIA,FLO,MIA,51.85185185
293,2023,NL,MIL,MIL,C,1,162,81,70,Y,N,N,N,728,5386,1290,257,16,165,591,1412,129,28,58,39,647,595,3.71,1,1,46,4329,1218,198,493,1425,77,317,0.987,Milwaukee Brewers,Miller Park,2551347,98,98,MIL,ML4,MIL,56.79012346
294,2023,NL,NYN,NYM,E,4,162,81,87,N,N,N,N,717,5363,1276,221,21,215,525,1331,118,15,107,38,729,676,4.3,1,0,34,4249,1331,190,595,1397,88,390,0.985,New York Mets,Citi Field,2573555,97,96,NYM,NYN,NYN,46.2962963
295,2023,NL,PHI,PHI,E,2,162,81,72,N,Y,N,N,796,5541,1417,291,29,220,539,1481,141,26,69,42,715,646,4.03,1,1,45,4327,1318,185,470,1454,91,309,0.984,Philadelphia Phillies,Citizens Bank Park,3052605,98,98,PHI,PHI,PHI,55.55555556
